timestep_2,technology_3,region_2,region_4,parameter_1,value_1,parameter_2,value_2,comment
2040,districtHeatSpace_b,BE,,shareExpOutFix,0.001587959,costExpConv,101.2909582,
2040,districtHeatSpace_c,BE,,shareExpOutFix,0.024379489,costExpConv,101.2909582,
2040,districtHeatSpace_a,LU,,shareExpOutFix,0.056653753,costExpConv,207.5451312,
2040,districtHeatSpace_b,LU,,shareExpOutFix,0.346074405,costExpConv,207.5451312,
2040,districtHeatSpace_c,LU,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_a,NL,,shareExpOutFix,0.104377611,costExpConv,234.2008146,
2040,districtHeatSpace_b,NL,,shareExpOutFix,0.004627497,costExpConv,234.2008146,
2040,districtHeatSpace_c,NL,,shareExpOutFix,0.035573929,costExpConv,234.2008146,
2040,districtHeatSpace_a,DE,,shareExpOutFix,0.140699383,costExpConv,181.5773297,
2040,districtHeatSpace_b,DE,,shareExpOutFix,0.180991578,costExpConv,181.5773297,
2040,districtHeatSpace_c,DE,,shareExpOutFix,0.123466805,costExpConv,181.5773297,
2040,districtHeatSpace_a,DK,,shareExpOutFix,0.209620454,costExpConv,149.0951446,
2040,districtHeatSpace_b,DK,,shareExpOutFix,0.299103671,costExpConv,149.0951446,
2040,districtHeatSpace_c,DK,,shareExpOutFix,0.214109252,costExpConv,149.0951446,
2040,districtHeatSpace_a,CZ,,shareExpOutFix,0.171247059,costExpConv,195.0202576,
2040,districtHeatSpace_b,CZ,,shareExpOutFix,0.189008766,costExpConv,195.0202576,
2040,districtHeatSpace_c,CZ,,shareExpOutFix,0.16921631,costExpConv,195.0202576,
2040,districtHeatSpace_a,PL,,shareExpOutFix,0.286269628,costExpConv,171.1246768,
2040,districtHeatSpace_b,PL,,shareExpOutFix,0.131255095,costExpConv,171.1246768,
2040,districtHeatSpace_c,PL,,shareExpOutFix,0.145364286,costExpConv,171.1246768,
2040,districtHeatSpace_a,SK,,shareExpOutFix,0.465540697,costExpConv,176.2894628,
2040,districtHeatSpace_b,SK,,shareExpOutFix,0.042598998,costExpConv,176.2894628,
2040,districtHeatSpace_c,SK,,shareExpOutFix,0.114691311,costExpConv,176.2894628,
2040,districtHeatSpace_a,AT,,shareExpOutFix,0.368630265,costExpConv,203.0859087,
2040,districtHeatSpace_b,AT,,shareExpOutFix,0.126491024,costExpConv,203.0859087,
2040,districtHeatSpace_c,AT,,shareExpOutFix,0.034484544,costExpConv,203.0859087,
2040,districtHeatSpace_a,IT,,shareExpOutFix,0.229762858,costExpConv,119.1601474,
2040,districtHeatSpace_b,IT,,shareExpOutFix,0.063947337,costExpConv,119.1601474,
2040,districtHeatSpace_c,IT,,shareExpOutFix,0.039061596,costExpConv,119.1601474,
2040,districtHeatSpace_a,SI,,shareExpOutFix,0.222380741,costExpConv,169.7230043,
2040,districtHeatSpace_b,SI,,shareExpOutFix,0.012522562,costExpConv,169.7230043,
2040,districtHeatSpace_c,SI,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_a,HU,,shareExpOutFix,0.26805268,costExpConv,182.8322219,
2040,districtHeatSpace_b,HU,,shareExpOutFix,0.011106041,costExpConv,182.8322219,
2040,districtHeatSpace_c,HU,,shareExpOutFix,0.006055034,costExpConv,182.8322219,
2040,districtHeatSpace_a,RO,,shareExpOutFix,0.174499198,costExpConv,199.4280047,
2040,districtHeatSpace_b,RO,,shareExpOutFix,0.057607516,costExpConv,199.4280047,
2040,districtHeatSpace_c,RO,,shareExpOutFix,0.026588876,costExpConv,199.4280047,
2040,districtHeatSpace_a,HR,,shareExpOutFix,0.143142486,costExpConv,142.1622807,
2040,districtHeatSpace_b,HR,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,HR,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_a,BG,,shareExpOutFix,0.057588811,costExpConv,184.8940927,
2040,districtHeatSpace_b,BG,,shareExpOutFix,0.290313681,costExpConv,184.8940927,
2040,districtHeatSpace_c,BG,,shareExpOutFix,0.103871161,costExpConv,184.8940927,
2040,districtHeatSpace_a,GR,,shareExpOutFix,0.196033377,costExpConv,172.3588314,
2040,districtHeatSpace_b,GR,,shareExpOutFix,0.000456907,costExpConv,172.3588314,
2040,districtHeatSpace_c,GR,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_a,EE,,shareExpOutFix,0.06379131,costExpConv,111.4191911,
2040,districtHeatSpace_b,EE,,shareExpOutFix,0.163213223,costExpConv,111.4191911,
2040,districtHeatSpace_c,EE,,shareExpOutFix,0.473979996,costExpConv,111.4191911,
2040,districtHeatSpace_a,FI,,shareExpOutFix,0.088261897,costExpConv,156.5243282,
2040,districtHeatSpace_b,FI,,shareExpOutFix,0.159287818,costExpConv,156.5243282,
2040,districtHeatSpace_c,FI,,shareExpOutFix,0.544011819,costExpConv,156.5243282,
2040,districtHeatSpace_a,LT,,shareExpOutFix,0.068528513,costExpConv,194.8232686,
2040,districtHeatSpace_b,LT,,shareExpOutFix,0.147402642,costExpConv,194.8232686,
2040,districtHeatSpace_c,LT,,shareExpOutFix,0.546015503,costExpConv,194.8232686,
2040,districtHeatSpace_a,LV,,shareExpOutFix,0.122324053,costExpConv,129.1218157,
2040,districtHeatSpace_b,LV,,shareExpOutFix,0.074344161,costExpConv,129.1218157,
2040,districtHeatSpace_c,LV,,shareExpOutFix,0.454193235,costExpConv,129.1218157,
2040,districtHeatSpace_a,SE,,shareExpOutFix,0.230474931,costExpConv,129.1697263,
2040,districtHeatSpace_b,SE,,shareExpOutFix,0.184948165,costExpConv,129.1697263,
2040,districtHeatSpace_c,SE,,shareExpOutFix,0.413929219,costExpConv,129.1697263,
2040,districtHeatSpace_a,IE,,shareExpOutFix,0.007625404,costExpConv,189.9728795,
2040,districtHeatSpace_b,IE,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,IE,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_a,CH,,shareExpOutFix,0.316808682,costExpConv,181.5773297,
2040,districtHeatSpace_a,BA,,shareExpOutFix,0.45681737,costExpConv,199.4280047,
2040,districtHeatSpace_a,ME,,shareExpOutFix,0.457141707,costExpConv,199.4280047,
2040,districtHeatSpace_a,RS,,shareExpOutFix,0.525226046,costExpConv,199.4280047,
2040,districtHeatSpace_a,MK,,shareExpOutFix,0.594252127,costExpConv,199.4280047,
2040,districtHeatSpace_a,AL,,shareExpOutFix,0.474097025,costExpConv,199.4280047,
2040,districtHeatSpace_a,NO,,shareExpOutFix,0.279126907,costExpConv,129.1697263,
2040,districtHeatSpace_a,UK,,shareExpOutFix,0.357660047,costExpConv,229.2420945,
2040,districtHeatSpace_b,CH,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,BA,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,ME,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,RS,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,MK,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,AL,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,NO,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_b,UK,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,CH,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,BA,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,ME,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,RS,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,MK,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,AL,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,NO,,shareExpOutFix,0,costExpConv,0,
2040,districtHeatSpace_c,UK,,shareExpOutFix,0,costExpConv,0,
